person_id,人名,分类,正式称号,活动年号,生卒,字或号,建议资源文件名,提示词,风格,负面提示词,参考现有画像
liaozhuang,廖庄,朝臣,南京大理寺少卿,宣德,1430—？,,portrait_liaozhuang.png,为明代人物「廖庄」绘制单人历史肖像。正式称号：南京大理寺少卿；分类：朝臣；活动年号：宣德；生卒：1430—？。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
liaoji,廖纪,朝臣,吏部尚书,弘治,生卒未详,,portrait_liaoji.png,为明代人物「廖纪」绘制单人历史肖像。正式称号：吏部尚书；分类：朝臣；活动年号：弘治；生卒：生卒未详。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
kaiji,开济,朝臣,此事被御史,洪武,1382—？,,portrait_kaiji.png,为明代人物「开济」绘制单人历史肖像。正式称号：此事被御史；分类：朝臣；活动年号：洪武；生卒：1382—？。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
yiqian,弋谦,朝臣,监察御史,永乐,1403—？,,portrait_yiqian.png,为明代人物「弋谦」绘制单人历史肖像。正式称号：监察御史；分类：朝臣；活动年号：永乐；生卒：1403—？。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
zhangzhixiang,张之象,朝臣,顺天通判,明代,生卒未详,,portrait_zhangzhixiang.png,为明代人物「张之象」绘制单人历史肖像。正式称号：顺天通判；分类：朝臣；活动年号：明代；生卒：生卒未详。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
zhangyining,张以宁,朝臣,中进士,洪武,1327—？,,portrait_zhangyining.png,为明代人物「张以宁」绘制单人历史肖像。正式称号：中进士；分类：朝臣；活动年号：洪武；生卒：1327—？。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
zhanglun,张伦,朝臣,河北诸卫指挥使,明代,生卒未详,,portrait_zhanglun.png,为明代人物「张伦」绘制单人历史肖像。正式称号：河北诸卫指挥使；分类：朝臣；活动年号：明代；生卒：生卒未详。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
zhangbojing,张伯鲸,朝臣,兵部左侍郎,万历,生卒未详,瀚伯,portrait_zhangbojing.png,为明代人物「张伯鲸」绘制单人历史肖像。正式称号：兵部左侍郎；分类：朝臣；活动年号：万历；生卒：生卒未详，字或号为「瀚伯」。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
zhangwei,张位,朝臣,礼部尚书,隆庆,1558—？,,portrait_zhangwei.png,为明代人物「张位」绘制单人历史肖像。正式称号：礼部尚书；分类：朝臣；活动年号：隆庆；生卒：1558—？。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
zhangjiayin,张佳胤,朝臣,万历间累官蓟辽总督,嘉靖,1527—1588,肖甫(一作肖夫、肖父),portrait_zhangjiayin.png,为明代人物「张佳胤」绘制单人历史肖像。正式称号：万历间累官蓟辽总督；分类：朝臣；活动年号：嘉靖；生卒：1527—1588，字或号为「肖甫(一作肖夫、肖父)」。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
zhangxin,张信,朝臣,郧国公,永乐,生卒未详,,portrait_zhangxin.png,为明代人物「张信」绘制单人历史肖像。正式称号：郧国公；分类：朝臣；活动年号：永乐；生卒：生卒未详。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
zhangyundeng,张允登,朝臣,杀知县,明代,1610—？,,portrait_zhangyundeng.png,为明代人物「张允登」绘制单人历史肖像。正式称号：杀知县；分类：朝臣；活动年号：明代；生卒：1610—？。明代文官，着与正式官职相称的官服与乌纱帽；补子、颜色与纹样不确定时从简。若无传世肖像，不臆造可识别的真实面貌，采用符合明代身份、年龄不明时为成年人的概括性汉人形象。,明代人物绢本肖像，参考现有 portrait_zhangjuzheng.png、portrait_qinliangyu.png 与 portrait_zhuyuanzhang.png：工笔线描与细密木刻肌理，暖褐色宣纸底，青黛、赭石、暗金的低饱和配色，庄重克制；竖幅 2:3，人物居中，脸部位于上半部，上方留出安全裁切空间，适合 Android 人物卡纵向裁切。,不要现代服装、现代发型、摄影写实、欧美面孔、奇幻盔甲、夸张宫殿、战斗动作、兵器特写、文字、姓名题字、印章、水印、logo、边框、多人、错误朝代服饰、过度鲜艳配色。,portrait_zhangjuzheng.png；portrait_qinliangyu.png；portrait_zhuyuanzhang.png
